time,active_energy_burned,basal_energy_burned,heart_rate,physical_effort
2025-06-05 18:14:36+02:00,0.091,0.066,58.0,
2025-06-05 18:14:39+02:00,0.082,0.066,,1.6
2025-06-05 18:14:41+02:00,0.041,0.066,56.0,
2025-06-05 18:14:44+02:00,0.041,0.066,,
2025-06-05 18:14:45+02:00,,,55.0,
2025-06-05 18:14:47+02:00,0.041,0.066,,4.5
2025-06-05 18:14:49+02:00,0.077,0.066,,
2025-06-05 18:14:51+02:00,,,55.0,
2025-06-05 18:14:52+02:00,0.077,0.066,55.0,
2025-06-05 18:14:54+02:00,0.077,0.066,,
2025-06-05 18:14:57+02:00,0.077,0.066,,
2025-06-05 18:14:59+02:00,0.077,0.066,58.0,
2025-06-05 18:15:02+02:00,0.077,0.066,60.0,
2025-06-05 18:15:04+02:00,0.077,0.066,,
2025-06-05 18:15:07+02:00,0.097,0.066,67.0,6.0
2025-06-05 18:15:10+02:00,0.129,0.066,,
2025-06-05 18:15:12+02:00,0.15,0.066,,
2025-06-05 18:15:15+02:00,0.15,0.066,,
2025-06-05 18:15:16+02:00,,,72.0,
2025-06-05 18:15:17+02:00,0.15,0.066,,
2025-06-05 18:15:20+02:00,0.146,0.066,72.0,
2025-06-05 18:15:22+02:00,0.146,0.066,71.0,
2025-06-05 18:15:25+02:00,0.146,0.066,,
2025-06-05 18:15:28+02:00,0.133,0.066,,
2025-06-05 18:15:30+02:00,0.133,0.066,,
2025-06-05 18:15:31+02:00,,,68.0,
2025-06-05 18:15:33+02:00,0.129,0.066,,
2025-06-05 18:15:34+02:00,,,67.0,
2025-06-05 18:15:35+02:00,0.129,0.066,,
2025-06-05 18:15:37+02:00,,,67.0,
2025-06-05 18:15:38+02:00,0.129,0.066,,
2025-06-05 18:15:40+02:00,0.097,0.066,,
2025-06-05 18:15:42+02:00,,,66.0,
2025-06-05 18:15:43+02:00,0.097,0.066,,
2025-06-05 18:15:45+02:00,0.097,0.066,,
2025-06-05 18:15:47+02:00,,,66.0,
2025-06-05 18:15:48+02:00,0.125,0.066,,
2025-06-05 18:15:51+02:00,0.125,0.066,,
2025-06-05 18:15:52+02:00,,,66.0,
2025-06-05 18:15:53+02:00,0.125,0.066,,
2025-06-05 18:15:56+02:00,0.125,0.066,,
2025-06-05 18:15:58+02:00,0.155,0.066,,
2025-06-05 18:16:01+02:00,0.155,0.066,73.0,
2025-06-05 18:16:03+02:00,0.155,0.066,,
2025-06-05 18:16:04+02:00,,,74.0,
2025-06-05 18:16:06+02:00,0.146,0.066,,
2025-06-05 18:16:07+02:00,,,71.0,
2025-06-05 18:16:09+02:00,0.138,0.066,,
2025-06-05 18:16:11+02:00,0.138,0.066,,
2025-06-05 18:16:12+02:00,,,69.0,
2025-06-05 18:16:14+02:00,0.138,0.066,,
2025-06-05 18:16:16+02:00,0.129,0.066,,
2025-06-05 18:16:17+02:00,,,67.0,
2025-06-05 18:16:19+02:00,0.097,0.066,,
2025-06-05 18:16:21+02:00,0.041,0.066,,3.7
2025-06-05 18:16:24+02:00,0.041,0.066,,
2025-06-05 18:16:26+02:00,0.041,0.066,64.0,
2025-06-05 18:16:29+02:00,0.097,0.066,,
2025-06-05 18:16:31+02:00,,,60.0,
2025-06-05 18:16:32+02:00,0.097,0.066,,6.5
2025-06-05 18:16:34+02:00,0.087,0.066,,
2025-06-05 18:16:35+02:00,,,57.0,
2025-06-05 18:16:37+02:00,0.082,0.066,,
2025-06-05 18:16:38+02:00,,,56.0,
2025-06-05 18:16:39+02:00,0.082,0.066,,
2025-06-05 18:16:42+02:00,0.082,0.066,,
2025-06-05 18:16:44+02:00,0.082,0.066,,1.6
2025-06-05 18:16:46+02:00,,,56.0,
2025-06-05 18:16:47+02:00,0.041,0.066,,
2025-06-05 18:16:49+02:00,0.041,0.066,,
2025-06-05 18:16:51+02:00,,,56.0,
2025-06-05 18:16:52+02:00,0.041,0.066,,
2025-06-05 18:16:55+02:00,0.041,0.066,,
2025-06-05 18:16:56+02:00,,,57.0,
2025-06-05 18:16:57+02:00,0.041,0.066,,
2025-06-05 18:17:00+02:00,0.041,0.066,,
2025-06-05 18:17:01+02:00,,,57.0,
2025-06-05 18:17:02+02:00,0.041,0.066,,
2025-06-05 18:17:03+02:00,,,57.0,
2025-06-05 18:17:05+02:00,0.041,0.066,,6.5
2025-06-05 18:17:07+02:00,0.091,0.066,,
2025-06-05 18:17:10+02:00,0.091,0.066,58.0,
2025-06-05 18:17:13+02:00,0.095,0.066,,
2025-06-05 18:17:15+02:00,0.095,0.066,59.0,
2025-06-05 18:17:17+02:00,,,58.0,
2025-06-05 18:17:18+02:00,0.091,0.066,,
2025-06-05 18:17:20+02:00,0.091,0.066,,
2025-06-05 18:17:23+02:00,0.104,0.066,,
2025-06-05 18:17:25+02:00,0.104,0.066,,2.1
2025-06-05 18:17:26+02:00,,,61.0,
2025-06-05 18:17:27+02:00,,,60.0,
2025-06-05 18:17:28+02:00,0.041,0.066,,
2025-06-05 18:17:30+02:00,0.041,0.066,,
2025-06-05 18:17:33+02:00,0.041,0.066,,
2025-06-05 18:17:34+02:00,,,58.0,
2025-06-05 18:17:36+02:00,0.041,0.066,,
2025-06-05 18:17:37+02:00,,,58.0,
2025-06-05 18:17:38+02:00,0.041,0.066,,
2025-06-05 18:17:41+02:00,0.041,0.066,,
2025-06-05 18:17:43+02:00,0.087,0.066,,6.4
2025-06-05 18:17:44+02:00,,,56.0,
2025-06-05 18:17:46+02:00,0.087,0.066,,
2025-06-05 18:17:47+02:00,,,57.0,
2025-06-05 18:17:48+02:00,0.087,0.066,,
2025-06-05 18:17:51+02:00,0.087,0.066,,
2025-06-05 18:17:54+02:00,0.082,0.066,,
2025-06-05 18:17:56+02:00,0.082,0.066,56.0,
2025-06-05 18:17:59+02:00,0.082,0.066,,
2025-06-05 18:18:01+02:00,0.082,0.066,56.0,
2025-06-05 18:18:02+02:00,,,56.0,
2025-06-05 18:18:04+02:00,0.082,0.066,,
2025-06-05 18:18:06+02:00,0.082,0.066,,
2025-06-05 18:18:09+02:00,0.082,0.066,,1.6
2025-06-05 18:18:11+02:00,0.041,0.066,56.0,
2025-06-05 18:18:14+02:00,0.041,0.066,,
2025-06-05 18:18:16+02:00,,,55.0,
2025-06-05 18:18:17+02:00,0.041,0.066,,
2025-06-05 18:18:19+02:00,0.041,0.066,55.0,
2025-06-05 18:18:22+02:00,0.041,0.066,,
2025-06-05 18:18:24+02:00,0.041,0.066,,6.5
2025-06-05 18:18:26+02:00,,,57.0,
2025-06-05 18:18:27+02:00,0.087,0.066,,
2025-06-05 18:18:29+02:00,0.095,0.066,,
2025-06-05 18:18:31+02:00,,,59.0,
2025-06-05 18:18:32+02:00,0.095,0.066,,
2025-06-05 18:18:34+02:00,,,59.0,
2025-06-05 18:18:35+02:00,0.095,0.066,,4.5
2025-06-05 18:18:37+02:00,0.077,0.066,,
2025-06-05 18:18:38+02:00,,,61.0,
2025-06-05 18:18:40+02:00,0.077,0.066,,
2025-06-05 18:18:42+02:00,0.077,0.066,62.0,
2025-06-05 18:18:45+02:00,0.077,0.066,,
2025-06-05 18:18:47+02:00,0.077,0.066,67.0,
2025-06-05 18:18:50+02:00,0.077,0.066,,
2025-06-05 18:18:52+02:00,0.124,0.066,,
2025-06-05 18:18:55+02:00,0.172,0.066,,6.5
2025-06-05 18:18:56+02:00,,,77.0,
2025-06-05 18:18:58+02:00,0.15,0.066,,
2025-06-05 18:19:00+02:00,0.15,0.066,,
2025-06-05 18:19:01+02:00,,,72.0,
2025-06-05 18:19:03+02:00,0.15,0.066,,1.6
2025-06-05 18:19:05+02:00,0.041,0.066,64.0,
2025-06-05 18:19:08+02:00,0.041,0.066,,
2025-06-05 18:19:10+02:00,0.041,0.066,,
2025-06-05 18:19:11+02:00,,,58.0,
2025-06-05 18:19:13+02:00,0.041,0.066,,6.5
2025-06-05 18:19:16+02:00,0.065,0.066,54.0,
2025-06-05 18:19:18+02:00,0.065,0.066,,
2025-06-05 18:19:20+02:00,,,52.0,
2025-06-05 18:19:21+02:00,0.065,0.066,,
2025-06-05 18:19:23+02:00,0.061,0.066,,
2025-06-05 18:19:25+02:00,,,51.0,
2025-06-05 18:19:26+02:00,0.061,0.066,,
2025-06-05 18:19:28+02:00,0.061,0.066,,
2025-06-05 18:19:30+02:00,,,51.0,
2025-06-05 18:19:31+02:00,0.061,0.066,,1.6
2025-06-05 18:19:33+02:00,0.041,0.066,,
2025-06-05 18:19:34+02:00,,,50.0,
2025-06-05 18:19:36+02:00,0.041,0.066,,
2025-06-05 18:19:39+02:00,0.041,0.066,50.0,
2025-06-05 18:19:41+02:00,0.041,0.066,,
2025-06-05 18:19:42+02:00,,,51.0,
2025-06-05 18:19:44+02:00,0.041,0.066,,6.2
2025-06-05 18:19:46+02:00,0.065,0.066,,
2025-06-05 18:19:47+02:00,,,52.0,
2025-06-05 18:19:49+02:00,0.065,0.066,,
2025-06-05 18:19:51+02:00,0.065,0.066,,
2025-06-05 18:19:54+02:00,0.065,0.066,,
2025-06-05 18:19:56+02:00,,,52.0,
2025-06-05 18:19:57+02:00,0.065,0.066,,
2025-06-05 18:19:59+02:00,0.065,0.066,,
2025-06-05 18:20:01+02:00,,,52.0,
2025-06-05 18:20:02+02:00,0.065,0.066,,
2025-06-05 18:20:04+02:00,0.07,0.066,,
2025-06-05 18:20:06+02:00,,,53.0,
2025-06-05 18:20:07+02:00,0.07,0.066,,
2025-06-05 18:20:09+02:00,0.07,0.066,53.0,
2025-06-05 18:20:12+02:00,0.074,0.066,54.0,
2025-06-05 18:20:14+02:00,0.074,0.066,,
2025-06-05 18:20:17+02:00,0.07,0.066,,
2025-06-05 18:20:18+02:00,,,53.0,
2025-06-05 18:20:20+02:00,0.07,0.066,,
2025-06-05 18:20:22+02:00,0.078,0.066,,
2025-06-05 18:20:23+02:00,,,55.0,
2025-06-05 18:20:25+02:00,0.078,0.066,,
2025-06-05 18:20:27+02:00,0.078,0.066,,
2025-06-05 18:20:29+02:00,,,56.0,
2025-06-05 18:20:30+02:00,0.082,0.066,,
2025-06-05 18:20:32+02:00,0.082,0.066,56.0,
2025-06-05 18:20:35+02:00,0.082,0.066,,
2025-06-05 18:20:38+02:00,0.082,0.066,,
2025-06-05 18:20:40+02:00,0.091,0.066,,
2025-06-05 18:20:41+02:00,,,58.0,
2025-06-05 18:20:43+02:00,0.091,0.066,,
2025-06-05 18:20:45+02:00,0.095,0.066,,
2025-06-05 18:20:46+02:00,,,59.0,
2025-06-05 18:20:47+02:00,,,59.0,
2025-06-05 18:20:48+02:00,0.095,0.066,,
2025-06-05 18:20:50+02:00,0.095,0.066,,
2025-06-05 18:20:53+02:00,0.082,0.066,,
2025-06-05 18:20:55+02:00,0.082,0.066,,
2025-06-05 18:20:56+02:00,,,56.0,
2025-06-05 18:20:58+02:00,0.074,0.066,,
2025-06-05 18:20:59+02:00,,,54.0,
2025-06-05 18:21:01+02:00,0.074,0.066,,
2025-06-05 18:21:03+02:00,0.07,0.066,,
2025-06-05 18:21:04+02:00,,,53.0,
2025-06-05 18:21:06+02:00,0.07,0.066,,
2025-06-05 18:21:07+02:00,,,53.0,
2025-06-05 18:21:08+02:00,0.07,0.066,,
2025-06-05 18:21:11+02:00,0.065,0.066,,
2025-06-05 18:21:12+02:00,,,52.0,
2025-06-05 18:21:13+02:00,0.065,0.066,,4.0
2025-06-05 18:21:16+02:00,0.077,0.066,,
2025-06-05 18:21:17+02:00,,,53.0,
2025-06-05 18:21:18+02:00,0.077,0.066,,
2025-06-05 18:21:21+02:00,0.077,0.066,,6.5
2025-06-05 18:21:24+02:00,0.087,0.066,,
2025-06-05 18:21:26+02:00,0.087,0.066,57.0,
2025-06-05 18:21:29+02:00,0.087,0.066,,
2025-06-05 18:21:31+02:00,0.087,0.066,57.0,
2025-06-05 18:21:34+02:00,0.078,0.066,,
2025-06-05 18:21:36+02:00,0.078,0.066,55.0,
2025-06-05 18:21:39+02:00,0.078,0.066,,1.6
2025-06-05 18:21:41+02:00,,,55.0,
2025-06-05 18:21:42+02:00,0.041,0.066,,
2025-06-05 18:21:44+02:00,0.041,0.066,,
2025-06-05 18:21:45+02:00,,,53.0,
2025-06-05 18:21:47+02:00,0.041,0.066,,
2025-06-05 18:21:49+02:00,0.041,0.066,,
2025-06-05 18:21:51+02:00,,,52.0,
2025-06-05 18:21:52+02:00,0.041,0.066,,
2025-06-05 18:21:54+02:00,0.041,0.066,,
2025-06-05 18:21:55+02:00,,,52.0,
2025-06-05 18:21:57+02:00,0.041,0.066,,
2025-06-05 18:21:59+02:00,0.041,0.066,,
2025-06-05 18:22:01+02:00,,,52.0,
2025-06-05 18:22:02+02:00,0.041,0.066,,
2025-06-05 18:22:04+02:00,,,52.0,
2025-06-05 18:22:05+02:00,0.041,0.066,,
2025-06-05 18:22:07+02:00,0.041,0.066,,
2025-06-05 18:22:10+02:00,0.041,0.066,,
2025-06-05 18:22:11+02:00,,,52.0,
2025-06-05 18:22:12+02:00,0.041,0.066,52.0,
2025-06-05 18:22:15+02:00,0.041,0.066,,6.5
2025-06-05 18:22:17+02:00,0.065,0.066,,
2025-06-05 18:22:18+02:00,,,52.0,
2025-06-05 18:22:20+02:00,0.065,0.066,,
2025-06-05 18:22:23+02:00,0.07,0.066,53.0,
2025-06-05 18:22:25+02:00,0.074,0.066,,
2025-06-05 18:22:27+02:00,,,54.0,
2025-06-05 18:22:28+02:00,0.074,0.066,,
2025-06-05 18:22:30+02:00,0.074,0.066,,1.6
2025-06-05 18:22:33+02:00,0.041,0.066,,
2025-06-05 18:22:35+02:00,0.041,0.066,,
2025-06-05 18:22:36+02:00,,,54.0,
2025-06-05 18:22:38+02:00,0.041,0.066,,
2025-06-05 18:22:39+02:00,,,54.0,
2025-06-05 18:22:40+02:00,0.041,0.066,,
2025-06-05 18:22:43+02:00,0.041,0.066,,
2025-06-05 18:22:46+02:00,0.041,0.066,53.0,
2025-06-05 18:22:48+02:00,0.041,0.066,53.0,4.9
2025-06-05 18:22:51+02:00,0.07,0.066,,
2025-06-05 18:22:53+02:00,0.07,0.066,,
2025-06-05 18:22:55+02:00,,,53.0,
2025-06-05 18:22:56+02:00,0.07,0.066,,
2025-06-05 18:22:58+02:00,0.07,0.066,,
2025-06-05 18:22:59+02:00,,,55.0,
2025-06-05 18:23:01+02:00,0.041,0.066,,
2025-06-05 18:23:04+02:00,0.041,0.066,,4.0
2025-06-05 18:23:06+02:00,0.077,0.066,54.0,
2025-06-05 18:23:08+02:00,,,54.0,
2025-06-05 18:23:09+02:00,0.077,0.066,,
2025-06-05 18:23:11+02:00,0.077,0.066,,6.2
2025-06-05 18:23:12+02:00,,,57.0,
2025-06-05 18:23:14+02:00,0.097,0.066,,
2025-06-05 18:23:16+02:00,0.112,0.066,,
2025-06-05 18:23:17+02:00,,,63.0,
2025-06-05 18:23:19+02:00,0.112,0.066,,
2025-06-05 18:23:21+02:00,0.097,0.066,,
2025-06-05 18:23:22+02:00,,,67.0,
2025-06-05 18:23:24+02:00,0.097,0.066,,
2025-06-05 18:23:27+02:00,0.142,0.066,,
2025-06-05 18:23:29+02:00,0.142,0.066,,
2025-06-05 18:23:31+02:00,,,70.0,
2025-06-05 18:23:32+02:00,0.142,0.066,,
2025-06-05 18:23:34+02:00,0.142,0.066,,
2025-06-05 18:23:36+02:00,,,70.0,
2025-06-05 18:23:37+02:00,0.142,0.066,,
2025-06-05 18:23:39+02:00,0.142,0.066,,
2025-06-05 18:23:41+02:00,,,70.0,
2025-06-05 18:23:42+02:00,0.138,0.066,,
2025-06-05 18:23:44+02:00,,,69.0,
2025-06-05 18:23:45+02:00,0.138,0.066,,
2025-06-05 18:23:47+02:00,0.138,0.066,,
2025-06-05 18:23:50+02:00,0.112,0.066,,
2025-06-05 18:23:51+02:00,,,63.0,
2025-06-05 18:23:52+02:00,0.112,0.066,,
2025-06-05 18:23:55+02:00,0.099,0.066,,
2025-06-05 18:23:56+02:00,,,60.0,
2025-06-05 18:23:57+02:00,0.099,0.066,,
2025-06-05 18:24:00+02:00,0.087,0.066,57.0,
2025-06-05 18:24:02+02:00,0.087,0.066,,
2025-06-05 18:24:05+02:00,0.087,0.066,,2.1
2025-06-05 18:24:06+02:00,,,57.0,
2025-06-05 18:24:08+02:00,0.041,0.066,,
2025-06-05 18:24:10+02:00,0.041,0.066,,
2025-06-05 18:24:11+02:00,,,56.0,
2025-06-05 18:24:13+02:00,0.041,0.066,56.0,
2025-06-05 18:24:15+02:00,0.041,0.066,,
2025-06-05 18:24:18+02:00,0.041,0.066,56.0,
2025-06-05 18:24:20+02:00,0.041,0.066,,
2025-06-05 18:24:23+02:00,0.074,0.066,54.0,6.5
2025-06-05 18:24:26+02:00,0.074,0.066,,
2025-06-05 18:24:28+02:00,0.091,0.066,,
2025-06-05 18:24:30+02:00,,,58.0,
2025-06-05 18:24:31+02:00,0.091,0.066,,1.6
2025-06-05 18:24:33+02:00,0.041,0.066,,
2025-06-05 18:24:36+02:00,0.041,0.066,57.0,
2025-06-05 18:24:38+02:00,0.041,0.066,,
2025-06-05 18:24:39+02:00,,,57.0,
2025-06-05 18:24:41+02:00,0.041,0.066,,
2025-06-05 18:24:43+02:00,0.041,0.066,,
2025-06-05 18:24:46+02:00,0.041,0.066,56.0,
2025-06-05 18:24:49+02:00,0.041,0.066,55.0,
2025-06-05 18:24:51+02:00,0.041,0.066,,
2025-06-05 18:24:54+02:00,0.041,0.066,55.0,6.5
2025-06-05 18:24:56+02:00,0.078,0.066,,
2025-06-05 18:24:59+02:00,0.095,0.066,,
2025-06-05 18:25:01+02:00,0.095,0.066,59.0,
2025-06-05 18:25:04+02:00,0.095,0.066,,1.6
2025-06-05 18:25:06+02:00,0.041,0.066,59.0,
2025-06-05 18:25:08+02:00,,,60.0,
2025-06-05 18:25:09+02:00,0.041,0.066,,
2025-06-05 18:25:12+02:00,0.041,0.066,60.0,
2025-06-05 18:25:14+02:00,0.041,0.066,,6.2
2025-06-05 18:25:17+02:00,0.095,0.066,,
2025-06-05 18:25:19+02:00,0.095,0.066,,
2025-06-05 18:25:21+02:00,,,59.0,
2025-06-05 18:25:22+02:00,0.095,0.066,,
2025-06-05 18:25:24+02:00,0.095,0.066,,
2025-06-05 18:25:25+02:00,,,59.0,
2025-06-05 18:25:27+02:00,0.095,0.066,,
2025-06-05 18:25:30+02:00,0.097,0.066,60.0,
2025-06-05 18:25:32+02:00,0.097,0.066,,
2025-06-05 18:25:35+02:00,0.097,0.066,59.0,
2025-06-05 18:25:37+02:00,0.099,0.066,60.0,
2025-06-05 18:25:40+02:00,0.099,0.066,,
2025-06-05 18:25:42+02:00,0.104,0.066,,
2025-06-05 18:25:45+02:00,0.104,0.066,,
2025-06-05 18:25:46+02:00,,,61.0,
2025-06-05 18:25:47+02:00,0.099,0.066,,
2025-06-05 18:25:50+02:00,0.097,0.066,,4.3
2025-06-05 18:25:51+02:00,,,60.0,
2025-06-05 18:25:52+02:00,,,59.0,
2025-06-05 18:25:53+02:00,0.077,0.066,,
2025-06-05 18:25:55+02:00,0.077,0.066,,
2025-06-05 18:25:57+02:00,,,62.0,
2025-06-05 18:25:58+02:00,0.077,0.066,,
2025-06-05 18:26:00+02:00,0.077,0.066,,
2025-06-05 18:26:03+02:00,0.097,0.066,,6.5
2025-06-05 18:26:05+02:00,0.116,0.066,,
2025-06-05 18:26:06+02:00,,,64.0,
2025-06-05 18:26:08+02:00,0.116,0.066,,
2025-06-05 18:26:11+02:00,0.116,0.066,64.0,
2025-06-05 18:26:13+02:00,0.116,0.066,,4.8
2025-06-05 18:26:16+02:00,0.077,0.066,62.0,
2025-06-05 18:26:18+02:00,0.077,0.066,,
2025-06-05 18:26:19+02:00,,,61.0,
2025-06-05 18:26:21+02:00,0.077,0.066,,
2025-06-05 18:26:23+02:00,0.104,0.066,,
2025-06-05 18:26:26+02:00,0.077,0.066,65.0,
2025-06-05 18:26:27+02:00,,,65.0,
2025-06-05 18:26:28+02:00,0.097,0.066,,
2025-06-05 18:26:31+02:00,0.077,0.066,,
2025-06-05 18:26:34+02:00,0.097,0.066,,
2025-06-05 18:26:36+02:00,0.077,0.066,70.0,
2025-06-05 18:26:37+02:00,,,70.0,
2025-06-05 18:26:39+02:00,0.077,0.066,,
2025-06-05 18:26:41+02:00,0.077,0.066,,
2025-06-05 18:26:43+02:00,,,67.0,
2025-06-05 18:26:44+02:00,0.077,0.066,,
2025-06-05 18:26:46+02:00,0.077,0.066,,
2025-06-05 18:26:47+02:00,,,66.0,
2025-06-05 18:26:49+02:00,0.097,0.066,,
2025-06-05 18:26:52+02:00,0.097,0.066,63.0,
2025-06-05 18:26:54+02:00,0.097,0.066,,
2025-06-05 18:26:57+02:00,0.095,0.066,,6.5
2025-06-05 18:26:59+02:00,0.095,0.066,,
2025-06-05 18:27:00+02:00,,,59.0,
2025-06-05 18:27:02+02:00,0.095,0.066,,5.3
2025-06-05 18:27:04+02:00,0.095,0.066,,
2025-06-05 18:27:06+02:00,,,57.0,
2025-06-05 18:27:07+02:00,0.077,0.066,,
2025-06-05 18:27:09+02:00,0.077,0.066,56.0,
2025-06-05 18:27:12+02:00,0.077,0.066,,
2025-06-05 18:27:15+02:00,0.07,0.066,,
2025-06-05 18:27:16+02:00,,,53.0,
2025-06-05 18:27:17+02:00,0.07,0.066,,5.0
2025-06-05 18:27:20+02:00,0.077,0.066,,
2025-06-05 18:27:21+02:00,,,53.0,
2025-06-05 18:27:22+02:00,0.077,0.066,54.0,
2025-06-05 18:27:25+02:00,0.074,0.066,,
2025-06-05 18:27:27+02:00,0.074,0.066,54.0,
2025-06-05 18:27:30+02:00,0.077,0.066,,
2025-06-05 18:27:32+02:00,,,56.0,
2025-06-05 18:27:33+02:00,0.077,0.066,,
2025-06-05 18:27:35+02:00,0.077,0.066,,
2025-06-05 18:27:38+02:00,0.077,0.066,,
2025-06-05 18:27:40+02:00,0.077,0.066,,
2025-06-05 18:27:41+02:00,,,55.0,
2025-06-05 18:27:43+02:00,0.078,0.066,,6.5
2025-06-05 18:27:45+02:00,0.082,0.066,,
2025-06-05 18:27:46+02:00,,,56.0,
2025-06-05 18:27:48+02:00,0.082,0.066,,
2025-06-05 18:27:50+02:00,0.082,0.066,,
2025-06-05 18:27:51+02:00,,,56.0,
2025-06-05 18:27:52+02:00,,,56.0,
2025-06-05 18:27:53+02:00,0.082,0.066,,
2025-06-05 18:27:56+02:00,0.082,0.066,,
2025-06-05 18:27:58+02:00,0.091,0.066,,
2025-06-05 18:28:00+02:00,,,58.0,
2025-06-05 18:28:01+02:00,0.091,0.066,,2.1
2025-06-05 18:28:03+02:00,0.041,0.066,,
2025-06-05 18:28:06+02:00,0.041,0.066,57.0,
2025-06-05 18:28:07+02:00,,,57.0,
2025-06-05 18:28:08+02:00,0.041,0.066,,
2025-06-05 18:28:11+02:00,0.041,0.066,,
2025-06-05 18:28:14+02:00,0.041,0.066,56.0,
2025-06-05 18:28:16+02:00,0.077,0.066,,
2025-06-05 18:28:19+02:00,0.077,0.066,,
2025-06-05 18:28:21+02:00,0.041,0.066,,
2025-06-05 18:28:24+02:00,0.041,0.066,,6.3
2025-06-05 18:28:26+02:00,0.082,0.066,,
2025-06-05 18:28:29+02:00,0.082,0.066,,
2025-06-05 18:28:31+02:00,0.082,0.066,,
2025-06-05 18:28:34+02:00,0.082,0.066,,
2025-06-05 18:28:37+02:00,0.082,0.066,,
2025-06-05 18:28:39+02:00,0.082,0.066,,
2025-06-05 18:28:42+02:00,0.082,0.066,,
2025-06-05 18:28:44+02:00,0.082,0.066,,
2025-06-05 18:28:47+02:00,0.267,0.066,,
2025-06-05 18:28:49+02:00,0.267,0.066,,
2025-06-05 18:28:51+02:00,,,63.0,
2025-06-05 18:28:52+02:00,0.267,0.066,,
2025-06-05 18:28:55+02:00,0.267,0.066,,
2025-06-05 18:28:57+02:00,0.205,0.066,,4.0
2025-06-05 18:28:58+02:00,,,63.0,
2025-06-05 18:29:00+02:00,0.138,0.066,,
2025-06-05 18:29:02+02:00,0.138,0.066,,
2025-06-05 18:29:03+02:00,,,63.0,
2025-06-05 18:29:05+02:00,0.138,0.066,,6.5
2025-06-05 18:29:07+02:00,0.267,0.066,,
2025-06-05 18:29:10+02:00,0.267,0.066,,
2025-06-05 18:29:11+02:00,,,69.0,
2025-06-05 18:29:12+02:00,0.267,0.066,,
2025-06-05 18:29:15+02:00,0.267,0.066,,
2025-06-05 18:29:16+02:00,,,70.0,
2025-06-05 18:29:18+02:00,0.267,0.066,,
2025-06-05 18:29:20+02:00,0.125,0.066,,
2025-06-05 18:29:21+02:00,,,66.0,
2025-06-05 18:29:23+02:00,0.121,0.066,65.0,
2025-06-05 18:29:25+02:00,0.121,0.066,,4.9
2025-06-05 18:29:28+02:00,0.077,0.066,,
2025-06-05 18:29:30+02:00,0.077,0.066,58.0,
2025-06-05 18:29:32+02:00,,,57.0,
2025-06-05 18:29:33+02:00,0.077,0.066,,
2025-06-05 18:29:36+02:00,0.087,0.066,,
2025-06-05 18:29:38+02:00,0.087,0.066,,
2025-06-05 18:29:41+02:00,0.077,0.066,59.0,
2025-06-05 18:29:43+02:00,0.077,0.066,,
2025-06-05 18:29:46+02:00,0.077,0.066,57.0,
2025-06-05 18:29:48+02:00,0.078,0.066,,
2025-06-05 18:29:51+02:00,0.078,0.066,55.0,
2025-06-05 18:29:53+02:00,0.078,0.066,,5.7
2025-06-05 18:29:56+02:00,0.078,0.066,55.0,
2025-06-05 18:29:59+02:00,0.078,0.066,,
2025-06-05 18:30:00+02:00,,,54.0,
2025-06-05 18:30:01+02:00,0.074,0.066,,
2025-06-05 18:30:04+02:00,0.077,0.066,,
2025-06-05 18:30:06+02:00,0.077,0.066,52.0,
2025-06-05 18:30:09+02:00,0.077,0.066,,
2025-06-05 18:30:10+02:00,,,53.0,
2025-06-05 18:30:13+02:00,,,54.0,
